날짜,스타벅스,이벤트,기프티콘,카드,웃다,엄마,커피,카드지갑,아기,추첨
2016-09-02,14.92266,1.04448,3.0651,0.70999,0.13215,0.55292,1.05274,1.2626,0.32892,0.04461
2016-09-03,14.78413,0.74554,2.0999,0.61247,0.12851,0.62046,0.87587,1.15202,0.30536,0.03738
2016-09-04,15.02292,0.79111,2.10811,0.65166,0.11848,0.68172,0.95661,1.37915,0.36568,0.03675
2016-09-05,19.82063,1.14474,3.13892,0.78837,0.20051,0.54977,1.05651,1.50764,0.38296,0.03989
2016-09-06,28.54564,1.1976,3.21366,0.70726,0.17043,0.60695,1.05306,1.42596,0.30724,0.03832
2016-09-07,21.86312,1.06909,3.02591,0.8385,0.16678,0.57585,1.07442,1.37601,0.32264,0.04052
2016-09-08,19.69029,1.07182,3.13254,0.81389,0.16587,0.52024,1.04426,1.33234,0.32107,0.04115
2016-09-09,19.43966,1.02534,3.22915,0.80296,0.14673,0.49857,0.91011,1.19191,0.31196,0.04146
2016-09-10,17.69246,0.66533,2.17191,0.76103,0.13033,0.59533,0.84068,1.20825,0.2796,0.03141
2016-09-11,17.66512,0.74371,2.25029,0.79111,0.14673,0.62706,0.84791,1.45769,0.2953,0.03078
2016-09-12,19.43601,0.97521,3.42511,0.94696,0.13944,0.54349,0.89818,1.19034,0.31824,0.03738
2016-09-13,20.34196,0.86584,4.17885,0.70726,0.14947,0.56799,0.71816,1.11683,0.26169,0.03518
2016-09-14,17.87384,0.4949,2.14456,0.66989,0.1039,0.6613,0.6968,1.03641,0.24975,0.01979
2016-09-15,23.08624,0.50948,2.34417,0.59242,0.10845,0.56925,0.88184,0.97357,0.25572,0.02419
2016-09-16,17.29144,0.56325,1.98689,0.49854,0.12577,0.62046,0.80173,1.18375,0.2796,0.02607
2016-09-17,16.07105,0.68174,2.01879,0.62979,0.14491,0.74989,0.93713,1.38669,0.31981,0.02701
2016-09-18,16.15217,0.68721,2.1236,0.63252,0.15949,0.6569,1.00405,1.55697,0.34086,0.03707
2016-09-19,17.57124,0.99526,3.05325,0.84032,0.18046,1.27799,1.21548,1.47089,0.32484,0.03518
2016-09-20,16.91138,1.06818,2.96211,0.76923,0.16314,0.74047,1.12594,1.33768,0.2953,0.05623
2016-09-21,15.92249,0.98797,2.74428,0.75192,0.1522,0.54035,1.08761,1.28239,0.29719,0.05686
2016-09-22,17.30967,1.08458,2.76342,0.80387,0.15494,0.4728,1.08918,1.24658,0.29688,0.04995
2016-09-23,16.27703,0.97977,2.75886,0.74645,0.13306,0.50673,0.96855,1.16395,0.27583,0.04995
2016-09-24,15.8113,0.68629,2.00329,0.64163,0.11848,0.55543,0.89503,1.14353,0.27991,0.03455
2016-09-25,15.86051,0.73733,1.98051,0.60244,0.16496,0.60601,0.98457,1.31067,0.31824,0.03518
2016-09-26,16.48301,1.1657,2.85638,0.80387,0.15494,0.51176,1.08604,1.31004,0.34871,0.05026
2016-09-27,16.78742,1.2058,3.10338,0.72184,0.1841,0.61072,1.08416,1.23433,0.33426,0.04492
2016-09-28,16.55319,1.1101,3.19634,0.70999,0.15038,0.67198,1.11495,1.21516,0.30473,0.03769
2016-09-29,17.61773,1.18028,2.88099,0.79566,0.15402,0.51459,1.06657,1.18532,0.32955,0.03958
2016-09-30,17.57216,1.1101,2.97031,0.85491,0.12304,0.46778,0.95315,1.09264,0.30033,0.04209
2016-10-01,16.9852,0.80751,2.31865,0.74098,0.11483,0.64088,0.87838,1.07379,0.27049,0.03487
2016-10-02,17.24678,0.74189,2.15277,0.63799,0.13944,0.61072,0.92362,1.21045,0.27646,0.03895
2016-10-03,19.25464,0.78108,2.26305,0.71637,0.144,0.72382,0.93682,1.26794,0.30976,0.03612
2016-10-04,23.30407,1.20307,3.24829,0.85946,0.16314,0.59438,1.08667,1.34648,0.3396,0.03864
2016-10-05,23.57203,1.19942,3.17082,0.83941,0.17408,0.54757,1.03044,1.30847,0.29813,0.04743
2016-10-06,19.42325,1.09005,3.02317,0.89774,0.14582,0.4882,1.02164,1.25506,0.28996,0.04492
2016-10-07,17.51474,1.06271,2.87917,0.98068,0.1358,0.51899,0.95378,1.2893,0.28117,0.04461
2016-10-08,16.96333,0.72822,2.19014,0.65531,0.1203,0.54915,0.87933,1.07976,0.29342,0.03424
2016-10-09,18.22382,0.70817,2.26396,0.69267,0.13762,0.56108,1.02133,1.32323,0.30944,0.03424
2016-10-10,17.65418,1.10555,2.82813,0.926,0.13124,0.51899,1.11055,1.35245,0.33269,0.04052
2016-10-11,18.48175,1.04084,3.07695,0.82118,0.15858,0.50768,1.08196,1.37036,0.32452,0.04743
2016-10-12,17.56578,1.1101,2.83998,0.8941,0.17134,0.59847,1.1671,1.27862,0.32012,0.05654
2016-10-13,17.57124,1.19031,2.83177,0.9105,0.1677,0.48129,1.09547,1.22364,0.30473,0.04241
2016-10-14,16.81932,0.99891,2.87826,0.7747,0.13489,0.45898,0.95692,1.0273,0.32923,0.04021
2016-10-15,16.6179,0.73095,2.09079,0.64255,0.11483,0.49197,0.89912,1.04866,0.28211,0.03267
2016-10-16,15.98355,0.80842,2.28583,0.68812,0.13397,0.6192,1.00091,1.24846,0.32515,0.03926
2016-10-17,16.83755,1.17664,3.16809,0.8467,0.13033,0.47783,1.06185,1.26291,0.36096,0.04806
2016-10-18,17.57398,1.27325,2.97396,0.78655,0.1522,0.45458,1.07976,1.29182,0.36536,0.04052
2016-10-19,18.20286,1.16023,2.95937,0.82392,0.1759,0.44799,1.07662,1.17966,0.35028,0.04272
2016-10-20,16.97427,1.2058,2.86459,0.83668,0.1604,0.44265,1.06437,1.12814,0.3063,0.04838
2016-10-21,18.74424,1.05542,2.77162,0.76376,0.13124,0.45176,0.92676,1.06562,0.29185,0.04523
2016-10-22,16.67167,0.67445,2.04431,0.62523,0.11028,0.49637,0.88781,0.95849,0.29028,0.03298
2016-10-23,16.98885,0.80842,2.14821,0.66442,0.13033,0.55511,1.00405,1.15987,0.31007,0.03549
2016-10-24,18.37512,1.19942,2.88646,0.83121,0.13306,0.46275,1.09892,1.23307,0.32861,0.04366
2016-10-25,18.98668,1.11284,2.80079,0.8385,0.15767,0.50202,1.16301,1.20103,0.33143,0.04743
2016-10-26,21.29895,1.15932,2.71056,0.7829,0.16405,0.49134,1.0606,1.0829,0.30724,0.04932
2016-10-27,29.94923,1.15385,2.84271,0.76376,0.12486,0.5127,1.00028,1.09107,0.30127,0.04586
2016-10-28,45.23828,1.0782,2.86823,0.73824,0.15311,0.49794,0.97829,0.94153,0.30253,0.04084
2016-10-29,26.6107,0.67445,2.08441,0.58695,0.11483,0.486,0.86645,0.85796,0.27834,0.03487
2016-10-30,26.39378,0.67718,2.10628,0.60882,0.13853,0.47972,0.89723,1.04238,0.31196,0.03235
2016-10-31,29.41058,1.06089,2.99583,0.73095,0.13671,0.46652,1.0185,0.99619,0.32326,0.05089
2016-11-01,30.66378,1.13836,3.26561,0.77561,0.13671,0.51993,1.04363,1.01033,0.3462,0.05215
2016-11-02,30.65922,1.18302,3.20728,0.76923,0.15949,0.47752,0.99745,0.95033,0.31667,0.04932
2016-11-03,32.15395,1.14747,3.07512,0.90868,0.13489,0.52338,0.9541,0.97609,0.3129,0.05152
2016-11-04,27.31523,1.01258,3.01497,0.67536,0.14218,0.42757,0.91483,0.86173,0.28682,0.04429
2016-11-05,24.5436,0.74007,2.29404,0.65439,0.10572,0.56328,0.86142,0.8721,0.28148,0.03361
2016-11-06,24.51261,0.85673,2.35054,0.57419,0.13397,0.63114,0.9563,1.03829,0.33018,0.04429
2016-11-07,25.77584,1.17117,3.52992,0.73186,0.15949,0.486,1.05211,1.12908,0.29876,0.05215
2016-11-08,26.51045,1.25046,3.68304,0.87587,0.16132,0.48726,1.14134,1.00562,0.33772,0.05246
2016-11-09,26.58062,1.21218,3.56091,0.97977,0.17316,0.46149,1.02227,0.95001,0.33615,0.05309
2016-11-10,28.74433,1.18211,5.96979,0.86311,0.15949,0.51773,1.02635,0.94436,0.30127,0.0556
2016-11-11,26.3236,1.21127,9.95543,0.69085,0.11666,0.47595,0.87084,0.86236,0.29688,0.04586
2016-11-12,22.4601,0.75009,2.78711,0.58877,0.09843,0.46652,0.81147,0.82184,0.27237,0.04146
2016-11-13,24.14713,0.7428,2.70691,0.70634,0.14218,0.49888,0.91011,0.98363,0.28651,0.03707
2016-11-14,25.11871,1.25866,4.12872,0.87951,0.144,0.52181,1.11495,1.14008,0.35405,0.04775
2016-11-15,25.66829,1.17846,4.46504,0.7829,0.15585,0.49637,1.17087,1.09201,0.33206,0.05309
2016-11-16,26.56877,4.92075,5.32906,0.85491,0.14035,0.48223,1.08039,0.99368,0.30693,0.05057
2016-11-17,24.80883,2.36877,3.70583,0.75647,0.13853,0.47657,1.02635,1.04646,0.32484,0.0512
2016-11-18,23.39157,1.36895,3.04687,0.72548,0.144,0.48349,0.96666,0.93996,0.31478,0.05309
2016-11-19,21.68357,0.87496,2.42984,0.65713,0.11666,0.47343,0.85576,0.86582,0.27897,0.04429
2016-11-20,22.01168,0.81845,2.0598,0.62249,0.13671,0.47155,0.90666,1.03358,0.31196,0.03707
2016-11-21,24.25559,1.43001,2.92747,0.85855,0.16405,0.45584,1.07379,1.18972,0.34903,0.06031
2016-11-22,24.79607,1.41816,3.01953,0.79658,0.16314,0.4461,1.1294,1.09044,0.3129,0.0556
2016-11-23,24.15989,1.3808,2.75522,0.86402,0.17316,0.43134,1.08604,1.04269,0.32798,0.06283
2016-11-24,24.09154,1.32976,2.83633,0.86584,0.14126,0.41657,1.10741,0.972,0.31824,0.05874
2016-11-25,22.95318,1.13471,2.76251,0.8467,0.13489,0.5281,0.96164,1.02604,0.32012,0.06283
2016-11-26,21.63617,0.78837,2.13454,0.61338,0.1121,0.62517,0.89566,0.92017,0.28808,0.04303
2016-11-27,23.37972,0.8385,1.96046,0.7109,0.12668,0.54066,0.96698,1.07505,0.36159,0.04555
2016-11-28,26.76382,1.34525,3.02773,0.95699,0.144,0.48631,1.09358,1.20605,0.34651,0.08293
2016-11-29,29.04692,1.3735,2.89193,0.87951,0.13033,0.49951,1.11055,1.1938,0.33866,0.06754
2016-11-30,34.71048,1.36804,3.07603,1.04813,0.15129,0.59407,1.07882,1.13599,0.3484,0.05403
2016-12-01,40.58731,1.37533,3.41326,1.10281,0.14491,0.46401,1.07285,1.08479,0.33897,0.06031
2016-12-02,29.81525,1.29421,3.30936,1.06089,0.14218,0.48977,0.94781,0.96886,0.30913,0.06157
2016-12-03,25.11597,0.88134,2.29313,0.98706,0.10663,0.46621,0.88467,0.93399,0.30724,0.03864
2016-12-04,25.57806,0.89865,2.23753,0.88225,0.12851,0.50202,0.9786,1.08981,0.3462,0.04115
2016-12-05,28.33328,1.38718,3.28931,1.16843,0.16314,0.43416,1.08981,1.18155,0.36473,0.04963
2016-12-06,26.371,1.36257,3.20181,1.25137,0.16587,0.43856,1.08793,1.11652,0.33049,0.05749
2016-12-07,26.0356,1.32884,3.02408,1.4291,0.16861,0.42317,1.06562,1.17275,0.32798,0.05497
2016-12-08,25.27638,1.32611,3.1052,6.53487,0.15038,0.41029,1.04991,1.14291,0.32703,0.05183
2016-12-09,27.37903,1.18666,3.12434,1.86567,0.12304,0.33175,0.96918,1.00436,0.28745,0.06
2016-12-10,24.18177,0.77835,2.31591,1.48743,0.11939,0.45238,0.95378,1.05023,0.30881,0.04555
2016-12-11,23.69051,0.77106,2.19834,1.67245,0.144,0.45521,1.03641,1.12531,0.32703,0.03958
2016-12-12,27.03451,1.41907,3.23553,3.63929,0.17316,0.64496,1.07285,1.23872,0.33363,0.05937
2016-12-13,27.12109,1.38535,3.11158,10.94523,0.12395,0.56485,1.06782,1.17841,0.34306,0.06314
2016-12-14,27.80648,1.29694,2.98398,3.84983,0.12395,0.39741,1.01913,1.22113,0.30159,0.05811
2016-12-15,28.21936,1.31791,3.18358,3.23918,0.13215,0.42254,1.05117,1.12563,0.32452,0.06691
2016-12-16,25.80227,1.14474,2.97213,3.55362,0.12304,0.44045,0.95095,1.03075,0.29719,0.05811
2016-12-17,22.94042,0.81936,2.06709,3.56911,0.09478,0.45019,0.81681,1.00656,0.28902,0.04115
2016-12-18,23.54833,0.79566,2.03975,4.81502,0.11392,0.486,0.87744,1.11589,0.31196,0.03895
2016-12-19,26.42659,1.46191,3.15533,2.7862,0.13853,0.44516,0.96792,1.27831,0.34054,0.06
2016-12-20,26.44026,1.40085,3.20272,2.21565,0.15311,0.41092,1.01756,1.24532,0.32232,0.05592
2016-12-21,25.22899,1.44277,3.40779,2.2749,0.12213,0.42128,0.99714,1.22993,0.31698,0.06377
2016-12-22,25.26089,1.37988,3.65023,2.39156,0.11483,0.43353,0.97577,1.16113,0.31258,0.06251
2016-12-23,25.9882,1.20489,5.44937,1.99509,0.11028,0.47626,0.83597,1.09013,0.28399,0.05874
2016-12-24,22.88482,0.84032,4.10867,1.99145,0.10299,0.46432,0.6946,0.93053,0.273,0.04052
2016-12-25,23.21202,0.80842,3.03229,2.46083,0.1121,0.43605,0.76874,1.04112,0.27708,0.04052
2016-12-26,26.50315,1.27598,3.0496,2.4508,0.13124,0.4194,0.94561,1.18343,0.33992,0.05372
2016-12-27,28.63952,1.26504,2.94479,1.852,0.13124,0.42411,0.96918,1.20731,0.30002,0.04021
2016-12-28,28.02978,1.16205,3.03958,2.15641,0.13853,0.46338,1.0185,1.09233,0.29562,0.05497
2016-12-29,28.4946,1.16843,2.94844,2.27399,0.13033,0.74172,0.92362,1.07568,0.30347,0.04586
2016-12-30,30.33567,0.97066,3.4087,1.66425,0.12851,0.67764,0.8677,1.00373,0.26577,0.04869
2016-12-31,34.59473,0.82756,2.43348,1.5166,0.10025,0.52401,0.73136,0.86645,0.26672,0.03487
2017-01-01,38.73622,0.83668,2.25393,1.44642,0.10299,0.50956,0.74864,1.09547,0.31196,0.03644
2017-01-02,31.7028,1.29421,3.0332,1.62323,0.15949,0.48694,0.97829,1.30187,0.344,0.049
2017-01-03,27.51483,1.26413,3.08424,1.93949,0.15038,0.50359,0.96415,1.36282,0.34086,0.04492
2017-01-04,26.33636,1.31153,2.99765,3.90998,0.15676,0.47249,1.07379,1.35402,0.3308,0.04335
2017-01-05,31.10673,1.28327,2.85912,2.26943,0.15494,0.46432,1.01316,1.28585,0.30065,0.04209
2017-01-06,24.08607,1.13471,2.87097,1.95772,0.15767,0.47092,0.93399,1.18343,0.30222,0.04618
2017-01-07,24.71677,0.69814,1.98689,1.64511,0.10025,0.50296,0.85608,1.26794,0.27897,0.03361
2017-01-08,19.40958,0.81936,1.9878,2.31318,0.11757,0.49103,0.89818,1.25443,0.31761,0.02607
2017-01-09,19.48431,1.3097,2.92747,2.41434,0.19777,0.53155,0.99085,1.39172,0.32641,0.05215
2017-01-10,19.99835,1.2933,3.01953,1.92765,0.16496,0.49542,1.0207,1.33046,0.32326,0.0468
2017-01-11,24.9902,1.34252,2.95208,2.22295,0.14491,0.47155,1.05557,1.36313,0.33772,0.04178
2017-01-12,30.66469,1.23406,2.65769,1.70708,0.17225,0.51176,1.04866,1.39643,0.33395,0.04618
2017-01-13,23.7452,1.11375,2.74063,1.68612,0.13762,0.54663,0.94624,1.30376,0.31855,0.03832
2017-01-14,19.0204,0.77652,1.95043,1.43092,0.11757,0.5127,0.89692,1.17369,0.29436,0.03581
2017-01-15,18.79893,0.82848,1.95499,1.39173,0.12759,0.52653,0.91734,1.36156,0.30661,0.03644
2017-01-16,20.56526,1.20125,2.64767,1.55852,0.15767,0.50705,1.02541,1.32857,0.3374,0.04115
2017-01-17,21.05925,1.26596,2.83724,1.42545,0.17134,0.47218,1.07599,1.327,0.33112,0.04932
2017-01-18,20.81681,1.19578,2.72332,1.47923,0.16952,0.49982,1.48471,1.34554,0.29153,0.04241
2017-01-19,18.27121,1.06909,2.87188,1.40085,0.1604,0.46526,1.31978,1.2183,0.28117,0.04649
2017-01-20,17.43818,1.03172,2.86459,1.48834,0.13671,0.46369,1.0562,1.15673,0.28399,0.04806
2017-01-21,16.22599,0.68447,2.07347,1.30059,0.11757,0.46841,0.87807,1.02384,0.30096,0.03769
2017-01-22,16.2989,0.65348,1.75812,1.32702,0.11666,0.44359,0.95347,1.256,0.31635,0.03801
2017-01-23,18.21015,1.0536,2.93203,1.51386,0.16405,0.51365,1.01253,1.23967,0.30976,0.05183
2017-01-24,21.15677,1.10828,3.14986,1.3653,0.16132,0.49762,1.00593,1.21642,0.31133,0.03832
2017-01-25,20.08129,1.03081,3.27472,1.24226,0.12942,0.45615,0.83849,1.16584,0.26577,0.04492
2017-01-26,20.26084,0.82574,3.64476,1.37624,0.10754,0.45364,0.74361,1.1517,0.26954,0.04649
2017-01-27,18.15729,0.53135,2.00421,1.08094,0.09661,0.42003,0.67449,1.14668,0.25823,0.02764
2017-01-28,22.49564,0.48122,1.65513,0.90139,0.10754,0.4772,0.7634,1.28302,0.23027,0.0245
2017-01-29,18.06068,0.5669,1.60136,1.2851,0.08931,0.5504,0.81115,1.31821,0.25541,0.02387
2017-01-30,19.68938,0.71728,1.86932,1.24499,0.12213,0.54977,0.89943,1.63519,0.32923,0.03267
2017-01-31,21.84033,1.01623,3.01315,1.42637,0.13397,0.52653,0.98614,1.69897,0.34149,0.05215
2017-02-01,28.12001,1.32429,3.25923,1.32338,0.13762,0.48317,1.03829,1.64964,0.3352,0.05372
2017-02-02,39.03972,1.22859,3.24009,1.31426,0.14309,0.48945,1.0628,1.48565,0.31038,0.05309
2017-02-03,25.16883,1.18119,3.28384,1.19031,0.13033,0.53061,0.99085,1.30376,0.31258,0.05309
2017-02-04,20.87879,0.85217,2.2831,1.19395,0.11848,0.51899,0.8831,1.25852,0.3129,0.03769
2017-02-05,18.8609,0.84306,2.18649,1.21583,0.12213,0.51899,1.02321,1.48628,0.31101,0.03487
2017-02-06,20.05486,1.12651,3.07239,1.46009,0.13671,0.45867,1.01379,1.53372,0.31698,0.05372
2017-02-07,19.87167,1.24864,3.18996,1.50019,0.1522,0.46055,0.99619,1.53969,0.32169,0.05529
2017-02-08,19.7149,1.18302,3.38227,1.32064,0.16496,0.49134,1.0895,1.56357,0.31761,0.05309
2017-02-09,19.42051,1.22221,3.27017,1.35072,0.13397,0.57522,1.04677,1.45769,0.30881,0.04869
2017-02-10,17.41266,1.17937,3.57276,1.83012,0.11848,1.25946,0.92299,1.41717,0.30944,0.04963
2017-02-11,17.26957,0.75556,2.44989,1.29512,0.09478,0.49542,0.88153,1.22616,0.2796,0.03926
2017-02-12,17.75718,0.80296,2.43713,1.1338,0.11757,0.51145,1.0119,1.41371,0.30284,0.03298
2017-02-13,18.35051,1.25046,5.05746,1.80825,0.15311,0.46998,1.11369,1.47906,0.32735,0.04555
2017-02-14,24.96559,1.34981,8.32308,1.70799,0.14856,0.46872,0.99211,1.4335,0.29311,0.06346
2017-02-15,29.11255,1.19213,3.20454,2.36422,0.17772,0.4549,1.00342,1.37758,0.31918,0.04995
2017-02-16,21.82302,1.30879,3.08697,5.95885,0.16314,0.54632,1.02227,1.39235,0.30599,0.05246
2017-02-17,20.42125,1.04722,2.9375,4.13602,0.12213,0.44202,0.94876,1.3358,0.30442,0.05874
2017-02-18,19.9063,0.69085,1.99053,2.62033,0.08293,0.4772,0.92645,1.16207,0.27646,0.03895
2017-02-19,19.20451,0.75738,1.88299,2.12178,0.11848,0.5127,0.95284,1.42031,0.31007,0.02921
2017-02-20,20.22165,1.23953,2.83724,3.54177,0.13762,0.50391,1.09044,1.42753,0.36253,0.04963
2017-02-21,44.18195,1.20945,3.11067,3.20454,0.12486,0.49731,1.10772,1.36502,0.32672,0.05623
2017-02-22,30.20716,1.31882,3.15624,3.5445,0.14947,0.49668,1.11683,1.39643,0.31824,0.04492
2017-02-23,25.70931,1.21309,2.90924,2.41161,0.144,0.50391,1.08636,1.29496,0.32232,0.0468
2017-02-24,23.08624,1.10646,3.01953,2.00603,0.13489,0.61198,1.00342,1.24501,0.30316,0.05057
2017-02-25,21.36913,0.84488,1.95955,2.11358,0.10937,0.51113,0.95912,1.22396,0.28651,0.03864
2017-02-26,20.65731,0.83212,1.86932,2.01788,0.10572,0.51207,0.93179,1.45958,0.30913,0.03141
2017-02-27,21.72458,1.11375,2.85274,2.3633,0.1121,0.51679,1.03703,1.34585,0.32264,0.04932
2017-02-28,26.48219,1.21127,3.16171,2.12725,0.12395,0.49762,0.96415,1.34177,0.3396,0.03958
2017-03-01,26.93334,0.88407,2.51733,2.54285,0.13397,0.53218,0.93242,1.37633,0.3019,0.03738
2017-03-02,23.07622,1.10464,2.91471,2.32594,0.12213,0.43039,0.94813,1.29653,0.27331,0.04398
2017-03-03,21.2634,1.0937,2.67774,1.51569,0.13033,0.4461,0.93242,1.14196,0.25195,0.04555
2017-03-04,21.20507,0.62887,1.96228,1.68521,0.09478,0.51867,0.91294,1.19726,0.27646,0.0333
2017-03-05,23.06619,0.74371,2.06254,1.63235,0.1358,0.52338,0.97891,1.38544,0.31227,0.03518
2017-03-06,21.72823,1.1657,2.67319,1.34616,0.12942,0.38076,1.00625,1.24281,0.31227,0.04366
2017-03-07,21.19505,1.26322,2.80443,1.64966,0.13306,0.39081,1.0163,1.21673,0.28211,0.04523
2017-03-08,21.32538,1.18849,2.73243,1.17846,0.12851,0.4194,1.07788,1.31601,0.31667,0.05277
2017-03-09,21.18138,1.16023,2.62853,1.19031,0.14309,0.39332,1.02321,1.24595,0.27928,0.05026
2017-03-10,19.45788,1.27872,3.01041,1.1256,0.12486,0.35845,0.89409,1.07191,0.3041,0.0622
2017-03-11,20.57619,0.70726,2.19652,1.18484,0.11848,0.47657,0.82372,1.16333,0.29436,0.04523
2017-03-12,20.48779,0.73278,2.49273,1.18028,0.12851,0.49637,0.94907,1.52147,0.32358,0.04241
2017-03-13,21.8458,1.09734,4.52063,1.10464,0.13944,0.39646,1.04991,1.39298,0.3151,0.04586
2017-03-14,23.74793,1.28327,8.42607,1.11831,0.16861,0.41343,1.09735,1.24878,0.33583,0.05215
2017-03-15,20.51513,1.09188,2.92565,1.06727,0.16405,0.42757,1.07976,1.21453,0.33897,0.05497
2017-03-16,20.63361,1.1256,2.58478,1.08458,0.13853,0.38358,1.12594,1.32229,0.32138,0.05434
2017-03-17,20.29639,1.07,2.4909,0.99071,0.13033,0.39238,0.98268,1.1272,0.32012,0.04586
2017-03-18,23.91199,0.70179,1.89757,0.98524,0.10754,0.44422,0.88844,1.2048,0.30976,0.04146
2017-03-19,24.17903,0.70452,1.85564,1.0062,0.15311,0.48537,0.94373,1.24187,0.36788,0.03392
2017-03-20,50.2994,1.10281,2.6741,1.12104,0.13944,0.41971,1.10144,1.21485,0.39269,0.04618
2017-03-21,69.10471,1.21583,2.51733,1.24591,0.15949,0.40306,1.05243,1.16835,0.38987,0.04775
2017-03-22,30.58084,1.17846,2.68048,1.09643,0.15038,0.37039,1.07945,1.18657,0.33049,0.04838
2017-03-23,26.09939,1.18666,2.56929,1.01623,0.15585,0.37447,0.96289,1.03421,0.33897,0.04272
2017-03-24,23.83634,1.06362,2.72787,0.93147,0.12851,0.3839,0.89032,0.9896,0.2997,0.04084
2017-03-25,23.85184,0.72913,2.00238,0.9105,0.09661,0.46181,0.89755,1.01944,0.30976,0.0289
2017-03-26,24.20182,0.78564,2.00876,2.04522,0.14673,0.56485,0.97232,1.21108,0.33866,0.03738
2017-03-27,21.03919,1.01987,2.38244,1.56946,0.15402,0.43196,1.05431,1.12091,0.3484,0.04209
2017-03-28,21.65714,1.16661,2.67592,1.28327,0.15676,0.39929,1.10238,1.07913,0.36191,0.04209
2017-03-29,22.70527,1.10008,2.62215,1.06362,0.13853,0.38076,1.10207,1.21045,0.33615,0.04555
2017-03-30,24.05052,1.09279,2.69142,1.02899,0.1522,0.37981,0.99211,1.03955,0.31478,0.04523
2017-03-31,21.79567,0.95699,2.72605,0.9743,0.12759,0.38547,0.92488,0.9896,0.29845,0.04178
2017-04-01,21.45024,0.8148,2.79258,1.12651,0.12395,0.42788,0.88969,1.06248,0.31541,0.04398
2017-04-02,23.69507,0.70088,2.10082,1.03081,0.12486,0.43636,0.96698,1.19568,0.35437,0.03801
2017-04-03,28.295,1.00985,2.91016,1.57037,0.15494,0.41751,1.06405,1.20448,0.34463,0.04366
2017-04-04,40.0031,1.16023,2.62762,1.46191,0.14218,0.33992,1.07662,1.20542,0.33332,0.04335
2017-04-05,21.69086,1.07456,2.9375,1.4291,0.14126,0.41908,1.12437,1.30878,0.39018,0.05089
2017-04-06,20.26449,1.09917,2.91107,1.11466,0.18592,0.3707,1.10395,1.26229,0.35688,0.03644
2017-04-07,19.73951,1.02716,2.81081,1.02899,0.11757,0.36599,0.94499,1.01002,0.29656,0.04461
2017-04-08,19.82701,0.60973,2.07165,0.82574,0.09205,0.39489,0.85608,1.05494,0.30159,0.02387
2017-04-09,20.21072,0.65166,2.00421,1.21218,0.13671,0.50579,1.01567,1.20825,0.34337,0.02858
2017-04-10,18.92106,0.98342,2.58022,1.09552,0.13762,0.43322,1.05934,1.28176,0.36976,0.04335
2017-04-11,19.43874,1.07365,2.56746,1.03628,0.14126,0.39709,1.16458,1.18657,0.38138,0.04806
2017-04-12,19.43692,1.17937,2.5465,1.02716,0.15676,0.36505,1.12311,1.19003,0.37856,0.05026
